وك	0648_0643.txt.gz	5076	16173
ول	0648_0644.txt.gz	228407	581829
وم	0648_0645.txt.gz	2784	7172
ون	0648_0646.txt.gz	19377	46629
وه	0648_0647.txt.gz	2798	6803
وو	0648_0648.txt.gz	3410	8931
وي	0648_064a.txt.gz	50538	123317
وک	0648_06a9.txt.gz	1	56
ى	0649.txt.gz	1	40
ي	064a.txt.gz	1	40
يؤ	064a_0624.txt.gz	3979	9566
يئ	064a_0626.txt.gz	495	1154
يا	064a_0627.txt.gz	3494	8609
يب	064a_0628.txt.gz	10138	24419
يت	064a_062a.txt.gz	36859	90189
يث	064a_062b.txt.gz	2129	5075
يج	064a_062c.txt.gz	10559	25683
يح	064a_062d.txt.gz	14634	35284
يخ	064a_062e.txt.gz	11496	27952
يد	064a_062f.txt.gz	10397	25005
يذ	064a_0630.txt.gz	3603	8586
ير	064a_0631.txt.gz	16142	39164
يز	064a_0632.txt.gz	7377	17643
يس	064a_0633.txt.gz	29844	72143
يش	064a_0634.txt.gz	11525	27745
يص	064a_0635.txt.gz	8069	19497
يض	064a_0636.txt.gz	4615	11021
يط	064a_0637.txt.gz	5624	13601
يظ	064a_0638.txt.gz	987	2264
يع	064a_0639.txt.gz	14952	36151
يغ	064a_063a.txt.gz	6859	16376
يف	064a_0641.txt.gz	10577	25624
يق	064a_0642.txt.gz	13623	32963
يك	064a_0643.txt.gz	9470	22934
يل	064a_0644.txt.gz	10760	25869
يم	064a_0645.txt.gz	11249	27447
ين	064a_0646.txt.gz	24187	59245
يه	064a_0647.txt.gz	8414	20176
يو	064a_0648.txt.gz	11208	28010
يي	064a_064a.txt.gz	956	2262
کر	06a9_0631.txt.gz	1	54
